Player,Span,matches,innings,not_out,runs,high_score,average,balls_faced,strike_rate,centuries,fifties,ducks,4s,6s,Unnamed: 15,format
MK Tiwary (INDIA),2011-2012,3,1.0,0.0,15.0,15,15.0,17.0,88.23,0.0,0.0,0.0,0,0,,T20
Usama Master (MWI),2019-2019,6,2.0,0.0,15.0,15,7.5,13.0,115.38,0.0,0.0,1.0,1,0,,T20
JDF Vandersay (SL),2015-2019,10,7.0,6.0,15.0,8*,15.0,17.0,88.23,0.0,0.0,0.0,2,0,,T20
VB van Jaarsveld (SA),2009-2009,3,3.0,0.0,15.0,12,5.0,23.0,65.21,0.0,0.0,1.0,0,0,,T20
Vikramjit Singh (NL),2019-2019,1,1.0,0.0,15.0,15,15.0,13.0,115.38,0.0,0.0,0.0,1,0,,T20
Abul Hasan (BDESH),2012-2018,5,2.0,0.0,14.0,9,7.0,11.0,127.27,0.0,0.0,0.0,2,0,,T20
CM Akachukwu (NGA),2019-2019,8,5.0,3.0,14.0,8,7.0,15.0,93.33,0.0,0.0,0.0,0,1,,T20
Aminul Islam (BDESH),2019-2019,4,3.0,2.0,14.0,9,14.0,14.0,100.0,0.0,0.0,0.0,2,0,,T20
Aqib Iqbal (Aut),2019-2019,5,1.0,0.0,14.0,14,14.0,6.0,233.33,0.0,0.0,0.0,0,1,,T20
SG Borthwick (ENG),2011-2011,1,1.0,0.0,14.0,14,14.0,16.0,87.5,0.0,0.0,0.0,2,0,,T20
G Dutta (Mex),2019-2019,7,6.0,0.0,14.0,8,2.33,28.0,50.0,0.0,0.0,3.0,1,0,,T20
ST Finn (ENG),2011-2015,21,3.0,3.0,14.0,8*,,19.0,73.68,0.0,0.0,0.0,1,0,,T20
Ibrahim Zadran (AFG),2019-2019,3,3.0,0.0,14.0,11,4.66,26.0,53.84,0.0,0.0,0.0,0,1,,T20
P Jayeshbhai Patel (PNM),2019-2019,2,2.0,1.0,14.0,8*,14.0,11.0,127.27,0.0,0.0,0.0,0,0,,T20
T Langa (VAN),2019-2019,1,1.0,0.0,14.0,14,14.0,9.0,155.55,0.0,0.0,0.0,2,0,,T20
JAH Marshall (NZ),2005-2008,3,2.0,0.0,14.0,13,7.0,15.0,93.33,0.0,0.0,0.0,2,0,,T20
JWN Moses (Botsw),2019-2019,3,3.0,0.0,14.0,9,4.66,20.0,70.0,0.0,0.0,0.0,0,1,,T20
N Nankov (),2019-2019,3,2.0,1.0,14.0,14,14.0,20.0,70.0,0.0,0.0,0.0,1,0,,T20
AN Petersen (SA),2010-2010,2,2.0,0.0,14.0,8,7.0,19.0,73.68,0.0,0.0,0.0,1,0,,T20
VD Philander (SA),2007-2007,7,4.0,0.0,14.0,6,3.5,28.0,50.0,0.0,0.0,0.0,0,0,,T20
S Pillai (CRC),2019-2019,3,3.0,0.0,14.0,6,4.66,27.0,51.85,0.0,0.0,0.0,1,0,,T20
C Prasad (CRC),2019-2019,3,3.0,1.0,14.0,11,7.0,29.0,48.27,0.0,0.0,1.0,1,0,,T20
Rakibul Hasan (ITA),2019-2019,8,4.0,1.0,14.0,5*,4.66,17.0,82.35,0.0,0.0,1.0,1,0,,T20
Ravinder Singh (MALTA),2019-2019,2,2.0,0.0,14.0,8,7.0,13.0,107.69,0.0,0.0,0.0,0,1,,T20
Saqlain Haider (UAE),2016-2016,6,5.0,1.0,14.0,7,3.5,35.0,40.0,0.0,0.0,0.0,0,0,,T20
Shahzad Muhammad (Mex),2019-2019,2,1.0,0.0,14.0,14,14.0,7.0,200.0,0.0,0.0,0.0,1,1,,T20
S Smith (BMUDA),2019-2019,5,3.0,3.0,14.0,7*,,27.0,51.85,0.0,0.0,0.0,0,0,,T20
S Varathappan (KUW),2019-2019,3,3.0,0.0,14.0,9,4.66,14.0,100.0,0.0,0.0,1.0,3,0,,T20
VS Wategaonkar (OMAN),2016-2016,2,1.0,0.0,14.0,14,14.0,14.0,100.0,0.0,0.0,0.0,1,0,,T20
T Whiteman (LUX),2019-2019,4,2.0,1.0,14.0,14*,14.0,10.0,140.0,0.0,0.0,1.0,0,1,,T20
CM Wright (SCOT),2007-2009,3,1.0,0.0,14.0,14,14.0,18.0,77.77,0.0,0.0,0.0,0,0,,T20
Abdullah Sheikh (NOR),2019-2019,2,2.0,0.0,13.0,11,6.5,18.0,72.22,0.0,0.0,0.0,1,0,,T20
AR Adams (NZ),2005-2006,4,2.0,1.0,13.0,7,13.0,12.0,108.33,0.0,0.0,0.0,1,0,,T20
M Cope (LUX),2019-2019,2,2.0,1.0,13.0,13,13.0,15.0,86.66,0.0,0.0,0.0,2,0,,T20
J Edness (BMUDA),2008-2008,3,3.0,0.0,13.0,9,4.33,28.0,46.42,0.0,0.0,1.0,0,0,,T20
JA Fitzgerald (GIBR),2019-2019,4,2.0,2.0,13.0,11*,,10.0,130.0,0.0,0.0,0.0,0,1,,T20
CR Foggo (BMUDA),2008-2008,3,3.0,0.0,13.0,7,4.33,17.0,76.47,0.0,0.0,1.0,2,0,,T20
SP Gauchan (NEPAL),2014-2015,9,5.0,2.0,13.0,6*,4.33,43.0,30.23,0.0,0.0,2.0,0,0,,T20
PA Hitchcock (NZ),2008-2008,1,1.0,0.0,13.0,13,13.0,11.0,118.18,0.0,0.0,0.0,1,1,,T20
SHT Kandamby (SL),2008-2011,5,4.0,0.0,13.0,10,3.25,21.0,61.9,0.0,0.0,1.0,0,0,,T20
SKW Kelly (BMUDA),2008-2008,3,2.0,2.0,13.0,11*,,24.0,54.16,0.0,0.0,0.0,0,0,,T20
Z Khan (INDIA),2006-2012,17,4.0,2.0,13.0,9,6.5,10.0,130.0,0.0,0.0,0.0,0,1,,T20
Lucky Ali (DEN),2019-2019,2,2.0,0.0,13.0,7,6.5,18.0,72.22,0.0,0.0,0.0,1,0,,T20
JL Martel (GUE),2019-2019,3,1.0,1.0,13.0,13*,,6.0,216.66,0.0,0.0,0.0,1,1,,T20
J Mees (LUX),2019-2019,3,3.0,2.0,13.0,7*,13.0,20.0,65.0,0.0,0.0,0.0,1,0,,T20
Mohammad Nawaz (3) (PAK),2016-2018,16,2.0,0.0,13.0,7,6.5,20.0,65.0,0.0,0.0,0.0,1,0,,T20
Mohammad Rafique (BDESH),2006-2006,1,1.0,0.0,13.0,13,13.0,5.0,260.0,0.0,0.0,0.0,3,0,,T20
Muhammad Hamayun (Saudi),2019-2019,4,2.0,0.0,13.0,8,6.5,10.0,130.0,0.0,0.0,0.0,1,1,,T20
HC Overdijk (NL),2018-2019,4,1.0,0.0,13.0,13,13.0,7.0,185.71,0.0,0.0,0.0,2,0,,T20
CMW Read (ENG),2006-2006,1,1.0,0.0,13.0,13,13.0,11.0,118.18,0.0,0.0,0.0,2,0,,T20
JA Richardson (AUS),2017-2019,9,3.0,2.0,13.0,7*,13.0,6.0,216.66,0.0,0.0,1.0,2,0,,T20
OFJ Tonuu (Samoa),2019-2019,4,3.0,1.0,13.0,6*,6.5,18.0,72.22,0.0,0.0,0.0,0,0,,T20
Usman Mushtaq (UAE),2016-2016,3,2.0,1.0,13.0,9,13.0,24.0,54.16,0.0,0.0,0.0,1,0,,T20
Washeem Abbas (MALTA),2019-2019,2,2.0,1.0,13.0,9*,13.0,7.0,185.71,0.0,0.0,0.0,0,1,,T20
J Anderson (IRE),2015-2015,4,2.0,0.0,12.0,9,6.0,18.0,66.66,0.0,0.0,0.0,1,0,,T20
Arslan Ahmed (PORT),2019-2019,3,3.0,0.0,12.0,11,4.0,32.0,37.5,0.0,0.0,1.0,1,0,,T20
Asad Mohammad (GER),2019-2019,9,4.0,1.0,12.0,5,4.0,12.0,100.0,0.0,0.0,0.0,2,0,,T20
Avi Dixit (SGP),2019-2019,1,1.0,1.0,12.0,12*,,8.0,150.0,0.0,0.0,0.0,0,1,,T20
HMCM Bandara (SL),2006-2009,4,3.0,1.0,12.0,7,6.0,15.0,80.0,0.0,0.0,0.0,0,0,,T20
Fazal Niazai (AFG),2019-2019,1,1.0,0.0,12.0,12,12.0,15.0,80.0,0.0,0.0,0.0,1,0,,T20
CJ Gannon (USA),2019-2019,4,3.0,2.0,12.0,7*,12.0,9.0,133.33,0.0,0.0,0.0,0,1,,T20
R Gaznavi (SGP),2019-2019,2,2.0,0.0,12.0,8,6.0,12.0,100.0,0.0,0.0,0.0,2,0,,T20
H Helva (TKY),2019-2019,4,4.0,0.0,12.0,7,3.0,25.0,48.0,0.0,0.0,2.0,2,0,,T20
HJH Marshall (NZ),2005-2006,3,3.0,0.0,12.0,8,4.0,14.0,85.71,0.0,0.0,0.0,0,0,,T20
D Mejia (CRC),2019-2019,3,1.0,0.0,12.0,12,12.0,10.0,120.0,0.0,0.0,0.0,2,0,,T20
NV Ojha (INDIA),2010-2010,2,2.0,0.0,12.0,10,6.0,27.0,44.44,0.0,0.0,0.0,2,0,,T20
A Patel (MWI),2019-2019,2,2.0,1.0,12.0,6*,12.0,23.0,52.17,0.0,0.0,0.0,2,0,,T20
M Patel (Chile),2019-2019,3,3.0,0.0,12.0,8,4.0,15.0,80.0,0.0,0.0,1.0,1,1,,T20
KOA Powell (WI),2014-2014,1,1.0,0.0,12.0,12,12.0,14.0,85.71,0.0,0.0,0.0,1,0,,T20
Raag Kapur (HKG),2019-2019,4,3.0,1.0,12.0,6,6.0,16.0,75.0,0.0,0.0,0.0,1,0,,T20
R Rampaul (WI),2007-2015,23,6.0,5.0,12.0,8,12.0,21.0,57.14,0.0,0.0,0.0,0,0,,T20
MA Starc (AUS),2012-2019,28,6.0,2.0,12.0,4,3.0,18.0,66.66,0.0,0.0,0.0,0,0,,T20
Ali Ivan (Mald),2019-2019,1,1.0,0.0,11.0,11,11.0,39.0,28.2,0.0,0.0,0.0,0,0,,T20
Apon Mustafizur (Serb),2019-2019,2,2.0,0.0,11.0,11,5.5,28.0,39.28,0.0,0.0,1.0,2,0,,T20
Atif Kamal (LUX),2019-2019,4,3.0,0.0,11.0,11,3.66,18.0,61.11,0.0,0.0,2.0,1,0,,T20
A Bulow (DEN),2019-2019,2,1.0,0.0,11.0,11,11.0,13.0,84.61,0.0,0.0,0.0,0,1,,T20
JD Campbell (WI),2019-2019,2,2.0,0.0,11.0,11,5.5,16.0,68.75,0.0,0.0,1.0,2,0,,T20
A Djorovic (Serb),2019-2019,2,2.0,0.0,11.0,9,5.5,26.0,42.3,0.0,0.0,0.0,1,0,,T20
Fayyaz Ahmed (UAE),2015-2015,1,1.0,0.0,11.0,11,11.0,12.0,91.66,0.0,0.0,0.0,2,0,,T20
S Goustis (),2019-2019,3,1.0,0.0,11.0,11,11.0,19.0,57.89,0.0,0.0,0.0,0,0,,T20
AJ Hall (SA),2006-2006,2,1.0,0.0,11.0,11,11.0,10.0,110.0,0.0,0.0,0.0,1,0,,T20
Inzamam-ul-Haq (PAK),2006-2006,1,1.0,1.0,11.0,11*,,15.0,73.33,0.0,0.0,0.0,0,1,,T20
Khurram Manzoor (PAK),2016-2016,3,3.0,0.0,11.0,10,3.66,27.0,40.74,0.0,0.0,1.0,1,0,,T20
KS Lokuarachchi (SL),2012-2012,2,2.0,0.0,11.0,11,5.5,13.0,84.61,0.0,0.0,1.0,1,0,,T20
WK McCallan (IRE),2008-2009,9,3.0,2.0,11.0,9*,11.0,15.0,73.33,0.0,0.0,1.0,1,0,,T20
OC McCoy (WI),2019-2019,2,2.0,1.0,11.0,10,11.0,10.0,110.0,0.0,0.0,0.0,1,1,,T20
Mahedi Hasan (BDESH),2018-2018,1,1.0,0.0,11.0,11,11.0,11.0,100.0,0.0,0.0,0.0,1,0,,T20
WJ Malinda (Mald),2019-2019,3,2.0,1.0,11.0,10*,11.0,9.0,122.22,0.0,0.0,0.0,0,1,,T20
AK Mandal (NEPAL),2015-2015,2,2.0,0.0,11.0,9,5.5,25.0,44.0,0.0,0.0,0.0,0,0,,T20
D Marks (MALTA),2019-2019,2,2.0,2.0,11.0,6*,,12.0,91.66,0.0,0.0,0.0,0,0,,T20
BJ McCarthy (IRE),2017-2018,6,3.0,1.0,11.0,11*,5.5,7.0,157.14,0.0,0.0,2.0,0,1,,T20
AA Mulla (CAN),2008-2008,4,4.0,0.0,11.0,8,2.75,19.0,57.89,0.0,0.0,1.0,2,0,,T20
J Reb (Serb),2019-2019,2,2.0,0.0,11.0,9,5.5,14.0,78.57,0.0,0.0,0.0,1,0,,T20
Saqlain Arshad (QAT),2019-2019,2,1.0,0.0,11.0,11,11.0,10.0,110.0,0.0,0.0,0.0,0,1,,T20
V Shetty (UAE),2014-2014,2,2.0,1.0,11.0,10,11.0,13.0,84.61,0.0,0.0,0.0,1,0,,T20
Suresh Kumar (Peru),2019-2019,2,2.0,1.0,11.0,10*,11.0,15.0,73.33,0.0,0.0,0.0,0,0,,T20
SW Tait (AUS),2007-2016,21,6.0,2.0,11.0,6,2.75,15.0,73.33,0.0,0.0,1.0,0,1,,T20
P Taylor (CZK-R),2019-2019,7,2.0,1.0,11.0,7*,11.0,9.0,122.22,0.0,0.0,0.0,1,0,,T20
H Thaker (CAN),2019-2019,1,1.0,0.0,11.0,11,11.0,9.0,122.22,0.0,0.0,0.0,0,1,,T20
TCW Veillard (GUE),2019-2019,4,2.0,1.0,11.0,8,11.0,17.0,64.7,0.0,0.0,0.0,0,0,,T20
RM West (IRE),2009-2009,5,4.0,1.0,11.0,8,3.66,11.0,100.0,0.0,0.0,0.0,1,0,,T20
Yasir Shah (PAK),2011-2011,2,1.0,1.0,11.0,11*,,7.0,157.14,0.0,0.0,0.0,1,0,,T20
Zeshan Arif (Aut),2019-2019,4,1.0,1.0,11.0,11*,,8.0,137.5,0.0,0.0,0.0,2,0,,T20
Aftab Ahmed (2) (DEN),2019-2019,1,1.0,0.0,10.0,10,10.0,13.0,76.92,0.0,0.0,0.0,1,0,,T20
R Avery (),2019-2019,4,3.0,0.0,10.0,9,3.33,24.0,41.66,0.0,0.0,1.0,0,0,,T20
CS Baugh (WI),2008-2012,3,3.0,0.0,10.0,7,3.33,12.0,83.33,0.0,0.0,0.0,1,0,,T20
FH Edwards (WI),2007-2012,20,4.0,2.0,10.0,7*,5.0,9.0,111.11,0.0,0.0,1.0,1,0,,T20
N Pradeep (SL),2016-2019,14,6.0,5.0,10.0,8*,10.0,15.0,66.66,0.0,0.0,1.0,1,0,,T20
S Hallett (Peru),2019-2019,4,4.0,0.0,10.0,5,2.5,16.0,62.5,0.0,0.0,1.0,1,0,,T20
MJ Henry (NZ),2014-2017,6,2.0,1.0,10.0,10,10.0,5.0,200.0,0.0,0.0,0.0,2,0,,T20
S Jyoti (CAN),2008-2008,2,2.0,1.0,10.0,10*,10.0,20.0,50.0,0.0,0.0,1.0,0,0,,T20
G Kaltongga (VAN),2019-2019,3,2.0,0.0,10.0,10,5.0,12.0,83.33,0.0,0.0,1.0,1,0,,T20
RWT Key (ENG),2009-2009,1,1.0,1.0,10.0,10*,,8.0,125.0,0.0,0.0,0.0,0,0,,T20
ZE Matsinhe (Moz),2019-2019,7,4.0,1.0,10.0,6*,3.33,17.0,58.82,0.0,0.0,1.0,0,1,,T20
Mohammad Ghazanfar (HKG),2019-2019,5,2.0,1.0,10.0,6*,10.0,10.0,100.0,0.0,0.0,0.0,1,0,,T20
S Nerandzic (Serb),2019-2019,2,2.0,0.0,10.0,5,5.0,33.0,30.3,0.0,0.0,0.0,1,0,,T20
M Ntini (SA),2005-2011,10,4.0,2.0,10.0,5,5.0,11.0,90.9,0.0,0.0,1.0,2,0,,T20
PP Ojha (INDIA),2009-2010,6,1.0,1.0,10.0,10*,,6.0,166.66,0.0,0.0,0.0,0,1,,T20
BA Parchment (WI),2007-2007,1,1.0,0.0,10.0,10,10.0,6.0,166.66,0.0,0.0,0.0,1,1,,T20
SL Perera (Ghana),2019-2019,2,2.0,0.0,10.0,7,5.0,23.0,43.47,0.0,0.0,0.0,0,0,,T20
P Raho (PNG),2016-2016,2,2.0,2.0,10.0,8*,,6.0,166.66,0.0,0.0,0.0,0,1,,T20
SHA Rance (NZ),2017-2019,8,3.0,0.0,10.0,8,3.33,21.0,47.61,0.0,0.0,0.0,0,0,,T20
A Rangaswamy (Botsw),2019-2019,4,3.0,0.0,10.0,7,3.33,13.0,76.92,0.0,0.0,1.0,0,1,,T20
D Ravu (PNG),2019-2019,17,4.0,1.0,10.0,6,3.33,9.0,111.11,0.0,0.0,1.0,1,0,,T20
GA Reynold (Blz),2019-2019,3,2.0,1.0,10.0,6*,10.0,10.0,100.0,0.0,0.0,0.0,0,1,,T20
ACL Richards (WI),2007-2007,1,1.0,0.0,10.0,10,10.0,15.0,66.66,0.0,0.0,0.0,1,0,,T20
ZE Surkari (CAN),2008-2008,4,3.0,0.0,10.0,6,3.33,33.0,30.3,0.0,0.0,1.0,0,0,,T20
SR Tendulkar (INDIA),2006-2006,1,1.0,0.0,10.0,10,10.0,12.0,83.33,0.0,0.0,0.0,2,0,,T20
MA Wood (ENG),2015-2019,5,2.0,2.0,10.0,5*,,12.0,83.33,0.0,0.0,0.0,1,0,,T20
Zahoor Khan (UAE),2017-2019,18,5.0,2.0,10.0,6,3.33,19.0,52.63,0.0,0.0,0.0,1,0,,T20
Zakir Hasan (BDESH),2018-2018,1,1.0,0.0,10.0,10,10.0,9.0,111.11,0.0,0.0,0.0,1,0,,T20
Abdul Rashid (Belg),2019-2019,1,1.0,0.0,9.0,9,9.0,24.0,37.5,0.0,0.0,0.0,0,0,,T20
Afsar Zazai (AFG),2013-2013,1,1.0,0.0,9.0,9,9.0,21.0,42.85,0.0,0.0,0.0,0,0,,T20
Anam Mollik (ITA),2019-2019,2,1.0,0.0,9.0,9,9.0,10.0,90.0,0.0,0.0,0.0,1,0,,T20
P Arora (Mex),2019-2019,2,2.0,1.0,9.0,6*,9.0,4.0,225.0,0.0,0.0,0.0,0,1,,T20
HH Banner (Blz),2019-2019,3,2.0,1.0,9.0,6,9.0,10.0,90.0,0.0,0.0,0.0,0,1,,T20
JJ Celestine (BMUDA),2008-2008,3,3.0,0.0,9.0,7,3.0,17.0,52.94,0.0,0.0,1.0,0,0,,T20
FRJ Coleman (SCOT),2013-2013,1,1.0,0.0,9.0,9,9.0,13.0,69.23,0.0,0.0,0.0,1,0,,T20
BM Duckett (ENG),2019-2019,1,1.0,0.0,9.0,9,9.0,7.0,128.57,0.0,0.0,0.0,1,0,,T20
Elias Sunny (BDESH),2012-2012,7,4.0,2.0,9.0,5,4.5,9.0,100.0,0.0,0.0,0.0,1,0,,T20
H Hiri (PNG),2016-2019,5,4.0,0.0,9.0,4,2.25,15.0,60.0,0.0,0.0,0.0,0,0,,T20
Iqbal Hussain (QAT),2019-2019,15,5.0,3.0,9.0,4*,4.5,10.0,90.0,0.0,0.0,1.0,1,0,,T20
NA Janes (THAI),2019-2019,2,2.0,0.0,9.0,9,4.5,11.0,81.81,0.0,0.0,1.0,1,0,,T20
Kaleemullah (OMAN),2017-2019,6,2.0,0.0,9.0,9,4.5,7.0,128.57,0.0,0.0,1.0,0,1,,T20
JS Kundi (KENYA),2019-2019,6,4.0,0.0,9.0,6,2.25,22.0,40.9,0.0,0.0,1.0,1,0,,T20
R McLaren (SA),2009-2014,12,4.0,3.0,9.0,6*,9.0,13.0,69.23,0.0,0.0,0.0,0,0,,T20
Mohammad Asif (PAK),2006-2010,11,3.0,3.0,9.0,5*,,3.0,300.0,0.0,0.0,0.0,2,0,,T20
Muhammad Asjed (ESP),2019-2019,2,1.0,0.0,9.0,9,9.0,9.0,100.0,0.0,0.0,0.0,1,0,,T20
Muhammad Wafiq (MAL),2019-2019,4,3.0,1.0,9.0,6*,4.5,12.0,75.0,0.0,0.0,1.0,1,0,,T20
JS Patel (NZ),2005-2008,11,4.0,1.0,9.0,5,3.0,14.0,64.28,0.0,0.0,1.0,1,0,,T20
WKD Perkins (WI),2008-2008,1,1.0,0.0,9.0,9,9.0,11.0,81.81,0.0,0.0,0.0,1,0,,T20
VRCF Poubel (),2019-2019,3,3.0,2.0,9.0,5*,9.0,15.0,60.0,0.0,0.0,0.0,0,0,,T20
A Poulose (OMAN),2017-2017,3,3.0,0.0,9.0,9,3.0,14.0,64.28,0.0,0.0,2.0,2,0,,T20
KW Richardson (AUS),2014-2019,15,2.0,0.0,9.0,9,4.5,8.0,112.5,0.0,0.0,1.0,0,0,,T20
IH Romaine (BMUDA),2008-2008,2,2.0,0.0,9.0,8,4.5,20.0,45.0,0.0,0.0,0.0,0,0,,T20
Sakib Hasan (Serb),2019-2019,2,2.0,0.0,9.0,8,4.5,7.0,128.57,0.0,0.0,0.0,1,0,,T20
MM Sarwar (KUW),2019-2019,5,3.0,1.0,9.0,8,4.5,9.0,100.0,0.0,0.0,1.0,0,1,,T20
RAJ Smith (SCOT),2019-2019,2,1.0,1.0,9.0,9*,,7.0,128.57,0.0,0.0,0.0,1,0,,T20
B Stanlake (AUS),2017-2019,19,2.0,1.0,9.0,7,9.0,12.0,75.0,0.0,0.0,0.0,0,1,,T20
Syazrul Idrus (MAL),2019-2019,2,1.0,1.0,9.0,9*,,8.0,112.5,0.0,0.0,0.0,1,0,,T20
Usman Ali (Saudi),2019-2019,5,2.0,1.0,9.0,7,9.0,14.0,64.28,0.0,0.0,0.0,1,0,,T20
T Wangchuk jnr (BHU),2019-2019,2,2.0,0.0,9.0,9,4.5,17.0,52.94,0.0,0.0,1.0,2,0,,T20
S Waqas Ahmed (NOR),2019-2019,5,3.0,1.0,9.0,8*,4.5,20.0,45.0,0.0,0.0,1.0,0,0,,T20
Abbas Saad (Saudi),2019-2019,2,2.0,0.0,8.0,8,4.0,8.0,100.0,0.0,0.0,1.0,1,0,,T20
S Appu (MALTA),2019-2019,4,4.0,1.0,8.0,6,2.66,14.0,57.14,0.0,0.0,0.0,0,0,,T20
B Banerjee (Mex),2019-2019,6,4.0,2.0,8.0,6*,4.0,18.0,44.44,0.0,0.0,2.0,0,0,,T20
AM Blignaut (ZIM),2010-2010,1,1.0,0.0,8.0,8,8.0,8.0,100.0,0.0,0.0,0.0,1,0,,T20
GH Bodi (SA),2007-2007,1,1.0,0.0,8.0,8,8.0,25.0,32.0,0.0,0.0,0.0,0,0,,T20
JJ Bumrah (INDIA),2016-2019,42,6.0,4.0,8.0,7,4.0,13.0,61.53,0.0,0.0,1.0,1,0,,T20
Charanjeet Singh (ITA),2019-2019,3,2.0,2.0,8.0,8*,,9.0,88.88,0.0,0.0,0.0,1,0,,T20
H Dandapani (Fin),2019-2019,5,3.0,2.0,8.0,5,8.0,15.0,53.33,0.0,0.0,0.0,0,0,,T20
AS Dean (CAN),2008-2013,2,2.0,0.0,8.0,7,4.0,10.0,80.0,0.0,0.0,0.0,0,0,,T20
B Fernando (SL),2015-2015,2,1.0,1.0,8.0,8*,,12.0,66.66,0.0,0.0,0.0,1,0,,T20
JD Freyone (GIBR),2019-2019,4,4.0,0.0,8.0,4,2.0,29.0,27.58,0.0,0.0,2.0,0,0,,T20
Hamza Dar (ESP),2019-2019,1,1.0,0.0,8.0,8,8.0,6.0,133.33,0.0,0.0,0.0,1,0,,T20
HMRKB Herath (SL),2011-2016,17,6.0,3.0,8.0,3,2.66,12.0,66.66,0.0,0.0,0.0,0,0,,T20
E Isaneez (UGA),2019-2019,3,2.0,2.0,8.0,7*,,13.0,61.53,0.0,0.0,0.0,0,0,,T20
S Randiv (SL),2010-2011,7,2.0,0.0,8.0,6,4.0,6.0,133.33,0.0,0.0,0.0,1,0,,T20
N Khanna (MALTA),2019-2019,2,2.0,0.0,8.0,6,4.0,12.0,66.66,0.0,0.0,0.0,1,0,,T20
Khushdil Shah (PAK),2019-2019,1,1.0,0.0,8.0,8,8.0,11.0,72.72,0.0,0.0,0.0,0,0,,T20
Kuldeep Singh (PHI),2019-2019,4,3.0,0.0,8.0,6,2.66,16.0,50.0,0.0,0.0,0.0,0,0,,T20
NCK Liyanage (MAL),2019-2019,6,3.0,1.0,8.0,8,4.0,8.0,100.0,0.0,0.0,1.0,1,0,,T20
BAW Mendis (SL),2008-2014,39,8.0,5.0,8.0,4*,2.66,17.0,47.05,0.0,0.0,0.0,1,0,,T20
M Mooketsi (Botsw),2019-2019,7,5.0,0.0,8.0,3,1.6,24.0,33.33,0.0,0.0,1.0,0,0,,T20
Mujeeb Ur Rahman (AFG),2018-2019,16,3.0,3.0,8.0,8*,,8.0,100.0,0.0,0.0,0.0,1,0,,T20
WA Peatfield (GUE),2019-2019,8,2.0,1.0,8.0,7*,8.0,12.0,66.66,0.0,0.0,0.0,1,0,,T20
CAK Rajitha (SL),2016-2019,10,4.0,2.0,8.0,5,4.0,23.0,34.78,0.0,0.0,1.0,0,0,,T20
Shahadat Hossain (BDESH),2006-2013,6,5.0,3.0,8.0,4*,4.0,12.0,66.66,0.0,0.0,1.0,0,0,,T20
I Sharma (INDIA),2008-2013,14,3.0,2.0,8.0,5*,8.0,9.0,88.88,0.0,0.0,1.0,1,0,,T20
Simranjit Singh (ITA),2019-2019,1,1.0,0.0,8.0,8,8.0,9.0,88.88,0.0,0.0,0.0,0,0,,T20
O Thomas (WI),2018-2019,10,4.0,2.0,8.0,8*,4.0,11.0,72.72,0.0,0.0,2.0,2,0,,T20
R Vishwanath (LUX),2019-2019,2,2.0,0.0,8.0,5,4.0,10.0,80.0,0.0,0.0,0.0,1,0,,T20
BV Vitori (ZIM),2012-2016,11,2.0,2.0,8.0,7*,,7.0,114.28,0.0,0.0,0.0,0,0,,T20
Yasar Idrees (KUW),2019-2019,1,1.0,0.0,8.0,8,8.0,4.0,200.0,0.0,0.0,0.0,0,1,,T20
Al-Amin Hossain (BDESH),2013-2019,28,6.0,4.0,7.0,5*,3.5,12.0,58.33,0.0,0.0,1.0,1,0,,T20
RP Arnold (SL),2006-2006,1,1.0,0.0,7.0,7,7.0,7.0,100.0,0.0,0.0,0.0,0,0,,T20
Aslam Mohammad (),2019-2019,3,1.0,0.0,7.0,7,7.0,8.0,87.5,0.0,0.0,0.0,1,0,,T20
PRP Boissevain (NL),2019-2019,4,2.0,1.0,7.0,7*,7.0,7.0,100.0,0.0,0.0,1.0,1,0,,T20
NB Budayair (NEPAL),2014-2014,4,3.0,1.0,7.0,5,3.5,19.0,36.84,0.0,0.0,1.0,0,0,,T20
MA Carberry (ENG),2014-2014,1,1.0,0.0,7.0,7,7.0,7.0,100.0,0.0,0.0,0.0,1,0,,T20
PKD Chase (IRE),2018-2019,12,5.0,4.0,7.0,4,7.0,13.0,53.84,0.0,0.0,0.0,1,0,,T20
DK Dahyabhai Ahir (PNM),2019-2019,2,1.0,0.0,7.0,7,7.0,10.0,70.0,0.0,0.0,0.0,1,0,,T20
P Danci (ROM),2019-2019,2,2.0,1.0,7.0,5,7.0,11.0,63.63,0.0,0.0,0.0,1,0,,T20
DC Delany (IRE),2019-2019,8,2.0,0.0,7.0,7,3.5,6.0,116.66,0.0,0.0,1.0,0,0,,T20
P Kumar (INDIA),2008-2012,10,3.0,0.0,7.0,6,2.33,16.0,43.75,0.0,0.0,1.0,0,0,,T20
Kushal Malla (NEPAL),2019-2019,3,2.0,0.0,7.0,5,3.5,15.0,46.66,0.0,0.0,0.0,1,0,,T20
RAS Lakmal (SL),2011-2019,11,6.0,3.0,7.0,5*,2.33,11.0,63.63,0.0,0.0,2.0,1,0,,T20
ND McKenzie (SA),2006-2009,2,1.0,1.0,7.0,7*,,8.0,87.5,0.0,0.0,0.0,0,0,,T20
S Mahmood (ENG),2019-2019,3,2.0,1.0,7.0,4,7.0,7.0,100.0,0.0,0.0,0.0,1,0,,T20
A Nao (PNG),2017-2017,2,2.0,2.0,7.0,7*,,4.0,175.0,0.0,0.0,0.0,1,0,,T20
Naveen-ul-Haq (AFG),2019-2019,4,2.0,1.0,7.0,5,7.0,7.0,100.0,0.0,0.0,0.0,1,0,,T20
